search_string,search_engine,title,media,timestamp,link,page_number
tata power,yahoo,India's Tata Power shuts 500 MW unit in Mumbai after fire,Reuters ·  via Yahoo Finance,5 months ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhK7qpnGdEEWkjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739284170/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-power-shuts-500-133003154.html%3ffr%3dsycsrp_catchall/RK=2/RS=BUC28sNxmEOUiM21SJYwcD2tOMc-,1
tata cars,yahoo,Tata Motors unveils registered vehicle scrapping facility in Guwahati By IANS,Investing.com,2 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFjgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fin.investing.com%2fnews%2fstock-market-news%2ftata-motors-unveils-registered-vehicle-scrapping-facility-in-guwahati-4655410/RK=2/RS=iSkd0Dv7ZmeW7bptctnCYRwiUqg-,1
tata cars,yahoo,Tata Motors commissions vehicle scrapping facility in India,Just Auto ·  via Yahoo Finance,11 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFkArQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-motors-commissions-vehicle-scrapping-190603589.html%3ffr%3dsycsrp_catchall/RK=2/RS=GKlZKORmq0Q4aT5ti6OmNPY_2XI-,1
tata cars,yahoo,Why Did Ford Sell Jaguar And Land Rover? It’s Complicated,Jalopnik ·  via Yahoo News,7 days ago ·,https://autos.yahoo.com/why-did-ford-sell-jaguar-175000143.html;_ylt=Awr9.YhL7qpnIUUFkgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny,1
tata cars,yahoo,The new £60m ring road planned for giant UK factory,Daily Express,5 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFlArQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fwww.express.co.uk%2fnews%2fuk%2f2010444%2fnew-60m-ring-road-giant-uk-factory/RK=2/RS=4g0JJYUlVkbWHTS4TPfUZGoyJJg-,1
tata cars,yahoo,"Adani, Tata Profit Misses Add to Alarm Over India Stocks Outlook",Bloomberg ·  via Yahoo Finance,6 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFlgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fadani-tata-profit-misses-add-041748332.html%3ffr%3dsycsrp_catchall/RK=2/RS=mSSHLWrip17e5Ta92Rns.ptfBBQ-,1
tata cars,yahoo,You Can Now Get Skoda Kylaq Test Drive in 10 Minutes via Zepto,Gadgets 360,4 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFmArQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fwww.gadgets360.com%2fauto%2fnews%2fzepto-skoda-kylaq-10-minute-test-drive-india-7654720/RK=2/RS=GuRKuTypguKxf.HCK1jq30ZdYt0-,1
tata cars,yahoo,Motherson Sumi Wiring India posts lower Q3 profit as expansion weighs,Reuters,5 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFmQrQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fwww.reuters.com%2fbusiness%2fautos-transportation%2fmotherson-sumi-wiring-india-posts-lower-q3-profit-expansion-weighs-2025-02-06%2f/RK=2/RS=d5HM_GmnALcJrNx7MIsOxc8jT7I-,1
tata cars,yahoo,"Automotive Operating System Market worth $25.8 billion by 2030, Globally, at a...",The Brewton Standard,22 hours ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFmgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fsmb.brewtonstandard.com%2farticle%2fAutomotive-Operating-System-Market-worth-dollar258-billion-by-2030-Globally-at-a-CAGR-of-92percent-says-MarketsandMarketstm%3fstoryId%3d67aaa1e90feb870d1b605a6d/RK=2/RS=y_ySmXnhd6t9uFh.sRhKoz1rcZI-,1
tata cars,yahoo,"Sensex closes lower as smallcaps shine; investors eye RBI MPC meet, Delhi poll...",Investing.com,6 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFnArQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fin.investing.com%2fnews%2fsensex-closes-lower-as-smallcaps-shine-investors-eye-rbi-mpc-meet-delhi-poll-results-4648043/RK=2/RS=GLUJ6tW0iQmE1fEelI3NW9WBfOU-,1
tata cars,yahoo,India stocks lower at close of trade; Nifty 50 down 0.23% By Investing.com,Investing.com,6 days ago ·,https://r.search.yahoo.com/_ylt=Awr9.YhL7qpnIUUFngrQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739284171/RO=10/RU=https%3a%2f%2fwww.investing.com%2fnews%2fstock-market-news%2findia-stocks-lower-at-close-of-trade-nifty-50-down-023-3849881/RK=2/RS=0V03__q_vW_VWKMf14yZILz.HfM-,1
